index,pokedex_number,name,german_name,generation,status,species,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
638,539,Sawk,Karadonis,5,Normal,Karate Pokémon,Fighting,,1.4,51,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45,70,163,Medium Fast,Human-Like,,100,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
639,540,Sewaddle,Strawickl,5,Normal,Sewing Pokémon,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255,70,62,Medium Slow,Bug,,50,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
640,541,Swadloon,Folikon,5,Normal,Leaf-Wrapped Pokémon,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120,70,133,Medium Slow,Bug,,50,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
641,542,Leavanny,Matrifol,5,Normal,Nurturing Pokémon,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45,70,225,Medium Slow,Bug,,50,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
642,543,Venipede,Toxiped,5,Normal,Centipede Pokémon,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255,70,52,Medium Slow,Bug,,50,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
643,544,Whirlipede,Rollum,5,Normal,Curlipede Pokémon,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120,70,126,Medium Slow,Bug,,50,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
644,545,Scolipede,Cerapendra,5,Normal,Megapede Pokémon,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45,70,218,Medium Slow,Bug,,50,20,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
645,546,Cottonee,Waumboll,5,Normal,Cotton Puff Pokémon,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190,70,56,Medium Fast,Fairy,Grass,50,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
646,547,Whimsicott,Elfun,5,Normal,Windveiled Pokémon,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75,70,168,Medium Fast,Fairy,Grass,50,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
647,548,Petilil,Lilminip,5,Normal,Bulb Pokémon,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190,70,56,Medium Fast,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
648,549,Lilligant,Dressella,5,Normal,Flowering Pokémon,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75,70,168,Medium Fast,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
649,550,Basculin Red-Striped Form,Barschuft,5,Normal,Hostile Pokémon,Water,,1,18,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,Water 2,,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
650,550,Basculin Blue-Striped Form,Barschuft,5,Normal,Hostile Pokémon,Water,,1,18,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,Water 2,,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
651,551,Sandile,Ganovil,5,Normal,Desert Croc Pokémon,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180,70,58,Medium Slow,Field,,50,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
652,552,Krokorok,Rokkaiman,5,Normal,Desert Croc Pokémon,Ground,Dark,1,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90,70,123,Medium Slow,Field,,50,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
653,553,Krookodile,Rabigator,5,Normal,Intimidation Pokémon,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45,70,234,Medium Slow,Field,,50,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
654,554,Darumaka,Flampion,5,Normal,Zen Charm Pokémon,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120,70,63,Medium Slow,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
655,554,Galarian Darumaka,Flampion,5,Normal,Zen Charm Pokémon,Ice,,0.7,40,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,,,,Medium Slow,Field,,,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
656,555,Darmanitan Standard Mode,Flampivian,5,Normal,Blazing Pokémon,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60,70,168,Medium Slow,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
657,555,Darmanitan Zen Mode,Flampivian,5,Normal,Blazing Pokémon,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540,105,30,105,140,105,55,60,70,189,Medium Slow,Field,,50,20,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
658,555,Galarian Darmanitan Standard Mode,Flampivian,5,Normal,Zen Charm Pokémon,Ice,,1.7,120,2,Gorilla Tactics,,Zen Mode,480,105,140,55,30,55,95,,,,Medium Slow,Field,,,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
659,555,Galarian Darmanitan Zen Mode,Flampivian,5,Normal,Zen Charm Pokémon,Ice,Fire,1.7,120,2,Gorilla Tactics,,Zen Mode,540,105,160,55,30,55,135,,,,,,,,,1,1,2,1,0.5,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5
660,556,Maractus,Maracamba,5,Normal,Cactus Pokémon,Grass,,1,28,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255,70,161,Medium Fast,Grass,,50,20,1,2,0,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
661,557,Dwebble,Lithomith,5,Normal,Rock Inn Pokémon,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190,70,65,Medium Fast,Bug,Mineral,50,20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
662,558,Crustle,Castellith,5,Normal,Stone Home Pokémon,Bug,Rock,1.4,200,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75,70,170,Medium Fast,Bug,Mineral,50,20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
663,559,Scraggy,Zurrokex,5,Normal,Shedding Pokémon,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180,35,70,Medium Fast,Dragon,Field,50,15,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
664,560,Scrafty,Irokex,5,Normal,Hoodlum Pokémon,Dark,Fighting,1.1,30,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90,70,171,Medium Fast,Dragon,Field,50,15,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
665,561,Sigilyph,Symvolara,5,Normal,Avianoid Pokémon,Psychic,Flying,1.4,14,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45,70,172,Medium Fast,Flying,,50,20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
666,562,Yamask,Makabaja,5,Normal,Spirit Pokémon,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,55,65,30,190,70,61,Medium Fast,Amorphous,Mineral,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
667,562,Galarian Yamask,Makabaja,5,Normal,Spirit Pokémon,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303,38,55,85,30,65,30,,,,Medium Fast,Amorphous,Mineral,,25,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
668,563,Cofagrigus,Echnatoll,5,Normal,Coffin Pokémon,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,90,70,169,Medium Fast,Amorphous,Mineral,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
669,564,Tirtouga,Galapaflos,5,Normal,Prototurtle Pokémon,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45,70,71,Medium Fast,Water 1,Water 3,87.5,30,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1
670,565,Carracosta,Karippas,5,Normal,Prototurtle Pokémon,Water,Rock,1.2,81,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45,70,173,Medium Fast,Water 1,Water 3,87.5,30,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1
671,566,Archen,Flapteryx,5,Normal,First Bird Pokémon,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,74,45,70,45,70,71,Medium Fast,Flying,Water 3,87.5,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
672,567,Archeops,Aeropteryx,5,Normal,First Bird Pokémon,Rock,Flying,1.4,32,1,Defeatist,,,567,75,140,65,112,65,110,45,70,177,Medium Fast,Flying,Water 3,87.5,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
673,568,Trubbish,Unratütox,5,Normal,Trash Bag Pokémon,Poison,,0.6,31,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190,70,66,Medium Fast,Mineral,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
674,569,Garbodor,Deponitox,5,Normal,Trash Heap Pokémon,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60,70,166,Medium Fast,Mineral,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
675,570,Zorua,Zorua,5,Normal,Tricky Fox Pokémon,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,80,40,65,75,70,66,Medium Slow,Field,,87.5,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
676,571,Zoroark,Zoroark,5,Normal,Illusion Fox Pokémon,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,45,70,179,Medium Slow,Field,,87.5,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
677,572,Minccino,Picochilla,5,Normal,Chinchilla Pokémon,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255,70,60,Fast,Field,,25,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
678,573,Cinccino,Chillabell,5,Normal,Scarf Pokémon,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60,70,165,Fast,Field,,25,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
679,574,Gothita,Mollimorba,5,Normal,Fixation Pokémon,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200,70,58,Medium Slow,Human-Like,,25,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
680,575,Gothorita,Hypnomorba,5,Normal,Manipulate Pokémon,Psychic,,0.7,18,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100,70,137,Medium Slow,Human-Like,,25,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
681,576,Gothitelle,Morbitesse,5,Normal,Astral Body Pokémon,Psychic,,1.5,44,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50,70,221,Medium Slow,Human-Like,,25,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
682,577,Solosis,Monozyto,5,Normal,Cell Pokémon,Psychic,,0.3,1,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200,70,58,Medium Slow,Amorphous,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
683,578,Duosion,Mitodos,5,Normal,Mitosis Pokémon,Psychic,,0.6,8,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100,70,130,Medium Slow,Amorphous,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
684,579,Reuniclus,Zytomega,5,Normal,Multiplying Pokémon,Psychic,,1,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,50,70,221,Medium Slow,Amorphous,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
685,580,Ducklett,Piccolente,5,Normal,Water Bird Pokémon,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,190,70,61,Medium Fast,Flying,Water 1,50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
686,581,Swanna,Swaroness,5,Normal,White Bird Pokémon,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,45,70,166,Medium Fast,Flying,Water 1,50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
687,582,Vanillite,Gelatini,5,Normal,Fresh Snow Pokémon,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,255,70,61,Slow,Mineral,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
688,583,Vanillish,Gelatroppo,5,Normal,Icy Snow Pokémon,Ice,,1.1,41,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,120,70,138,Slow,Mineral,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
689,584,Vanilluxe,Gelatwino,5,Normal,Snowstorm Pokémon,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79,45,70,241,Slow,Mineral,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
690,585,Deerling,Sesokitz,5,Normal,Season Pokémon,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,190,70,67,Medium Fast,Field,,50,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
691,586,Sawsbuck,Kronjuwild,5,Normal,Season Pokémon,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,75,70,166,Medium Fast,Field,,50,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
692,587,Emolga,Emolga,5,Normal,Sky Squirrel Pokémon,Electric,Flying,0.4,5,2,Static,,Motor Drive,428,55,75,60,75,60,103,200,70,150,Medium Fast,Field,,50,20,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
693,588,Karrablast,Laukaps,5,Normal,Clamping Pokémon,Bug,,0.5,5.9,3,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60,200,70,63,Medium Fast,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
694,589,Escavalier,Cavalanzas,5,Normal,Cavalry Pokémon,Bug,Steel,1,33,3,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20,75,70,173,Medium Fast,Bug,,50,15,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
695,590,Foongus,Tarnpignon,5,Normal,Mushroom Pokémon,Grass,Poison,0.2,1,2,Effect Spore,,Regenerator,294,69,55,45,55,55,15,190,70,59,Medium Fast,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
696,591,Amoonguss,Hutsassa,5,Normal,Mushroom Pokémon,Grass,Poison,0.6,10.5,2,Effect Spore,,Regenerator,464,114,85,70,85,80,30,75,70,162,Medium Fast,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
697,592,Frillish,Quabbel,5,Normal,Floating Pokémon,Water,Ghost,1.2,33,3,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40,190,70,67,Medium Fast,Amorphous,,50,20,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
698,593,Jellicent,Apoquallyp,5,Normal,Floating Pokémon,Water,Ghost,2.2,135,3,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60,60,70,168,Medium Fast,Amorphous,,50,20,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
699,594,Alomomola,Mamolida,5,Normal,Caring Pokémon,Water,,1.2,31.6,3,Healer,Hydration,Regenerator,470,165,75,80,40,45,65,75,70,165,Fast,Water 1,Water 2,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
700,595,Joltik,Wattzapf,5,Normal,Attaching Pokémon,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,319,50,47,50,57,50,65,190,70,64,Medium Fast,Bug,,50,20,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
701,596,Galvantula,Voltula,5,Normal,EleSpider Pokémon,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,472,70,77,60,97,60,108,75,70,165,Medium Fast,Bug,,50,20,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
702,597,Ferroseed,Kastadur,5,Normal,Thorn Seed Pokémon,Grass,Steel,0.6,18.8,2,Iron Barbs,,Anticipation,305,44,50,91,24,86,10,255,70,61,Medium Fast,Grass,Mineral,50,20,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
703,598,Ferrothorn,Tentantel,5,Normal,Thorn Pod Pokémon,Grass,Steel,1,110,2,Iron Barbs,,Anticipation,489,74,94,131,54,116,20,90,70,171,Medium Fast,Grass,Mineral,50,20,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
704,599,Klink,Klikk,5,Normal,Gear Pokémon,Steel,,0.3,21,3,Plus,Minus,Clear Body,300,40,55,70,45,60,30,130,70,60,Medium Slow,Mineral,,,20,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
705,600,Klang,Kliklak,5,Normal,Gear Pokémon,Steel,,0.6,51,3,Plus,Minus,Clear Body,440,60,80,95,70,85,50,60,70,154,Medium Slow,Mineral,,,20,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
706,601,Klinklang,Klikdiklak,5,Normal,Gear Pokémon,Steel,,0.6,81,3,Plus,Minus,Clear Body,520,60,100,115,70,85,90,30,70,234,Medium Slow,Mineral,,,20,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
707,602,Tynamo,Zapplardin,5,Normal,EleFish Pokémon,Electric,,0.2,0.3,1,Levitate,,,275,35,55,40,45,40,60,190,70,55,Slow,Amorphous,,50,20,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
708,603,Eelektrik,Zapplalek,5,Normal,EleFish Pokémon,Electric,,1.2,22,1,Levitate,,,405,65,85,70,75,70,40,60,70,142,Slow,Amorphous,,50,20,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
709,604,Eelektross,Zapplarang,5,Normal,EleFish Pokémon,Electric,,2.1,80.5,1,Levitate,,,515,85,115,80,105,80,50,30,70,232,Slow,Amorphous,,50,20,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
710,605,Elgyem,Pygraulon,5,Normal,Cerebral Pokémon,Psychic,,0.5,9,3,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30,255,70,67,Medium Fast,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
711,606,Beheeyem,Megalon,5,Normal,Cerebral Pokémon,Psychic,,1,34.5,3,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40,90,70,170,Medium Fast,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
712,607,Litwick,Lichtel,5,Normal,Candle Pokémon,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20,190,70,55,Medium Slow,Amorphous,,50,20,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
713,608,Lampent,Laternecto,5,Normal,Lamp Pokémon,Ghost,Fire,0.6,13,3,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55,90,70,130,Medium Slow,Amorphous,,50,20,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
714,609,Chandelure,Skelabra,5,Normal,Luring Pokémon,Ghost,Fire,1,34.3,3,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80,45,70,234,Medium Slow,Amorphous,,50,20,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
715,610,Axew,Milza,5,Normal,Tusk Pokémon,Dragon,,0.6,18,3,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57,75,35,64,Slow,Dragon,Monster,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
716,611,Fraxure,Sharfax,5,Normal,Axe Jaw Pokémon,Dragon,,1,36,3,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67,60,35,144,Slow,Dragon,Monster,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
717,612,Haxorus,Maxax,5,Normal,Axe Jaw Pokémon,Dragon,,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97,45,35,243,Slow,Dragon,Monster,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
718,613,Cubchoo,Petznief,5,Normal,Chill Pokémon,Ice,,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,305,55,70,40,60,40,40,120,70,61,Medium Fast,Field,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
719,614,Beartic,Siberio,5,Normal,Freezing Pokémon,Ice,,2.6,260,3,Snow Cloak,Slush Rush,Swift Swim,505,95,130,80,70,80,50,60,70,177,Medium Fast,Field,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
720,615,Cryogonal,Frigometri,5,Normal,Crystallizing Pokémon,Ice,,1.1,148,1,Levitate,,,515,80,50,50,95,135,105,25,70,180,Medium Fast,Mineral,,,25,1,2,1,1,1,0.5,2,1,0,1,1,1,2,1,1,1,2,1
721,616,Shelmet,Schnuthelm,5,Normal,Snail Pokémon,Bug,,0.4,7.7,3,Hydration,Shell Armor,Overcoat,305,50,40,85,40,65,25,200,70,61,Medium Fast,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
722,617,Accelgor,Hydragil,5,Normal,Shell Out Pokémon,Bug,,0.8,25.3,3,Hydration,Sticky Hold,Unburden,495,80,70,40,100,60,145,75,70,173,Medium Fast,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
723,618,Stunfisk,Flunschlik,5,Normal,Trap Pokémon,Ground,Electric,0.7,11,3,Static,Limber,Sand Veil,471,109,66,84,81,99,32,75,70,165,Medium Fast,Amorphous,Water 1,50,20,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1
724,618,Galarian Stunfisk,Flunschlik,5,Normal,Trap Pokémon,Ground,Steel,0.7,20.5,1,Mimicry,,,471,109,81,99,66,84,32,,,,Medium Fast,Amorphous,Water 1,,20,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
725,619,Mienfoo,Lin-Fu,5,Normal,Martial Arts Pokémon,Fighting,,0.9,20,3,Inner Focus,Regenerator,Reckless,350,45,85,50,55,50,65,180,70,70,Medium Slow,Field,Human-Like,50,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
726,620,Mienshao,Wie-Shu,5,Normal,Martial Arts Pokémon,Fighting,,1.4,35.5,3,Inner Focus,Regenerator,Reckless,510,65,125,60,95,60,105,45,70,179,Medium Slow,Field,Human-Like,50,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
727,621,Druddigon,Shardrago,5,Normal,Cave Pokémon,Dragon,,1.6,139,3,Rough Skin,Sheer Force,Mold Breaker,485,77,120,90,60,90,48,45,70,170,Medium Fast,Dragon,Monster,50,30,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
728,622,Golett,Golbit,5,Normal,Automaton Pokémon,Ground,Ghost,1,92,3,Iron Fist,Klutz,No Guard,303,59,74,50,35,50,35,190,70,61,Medium Fast,Mineral,,,25,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
729,623,Golurk,Golgantes,5,Normal,Automaton Pokémon,Ground,Ghost,2.8,330,3,Iron Fist,Klutz,No Guard,483,89,124,80,55,80,55,90,70,169,Medium Fast,Mineral,,,25,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
730,624,Pawniard,Gladiantri,5,Normal,Sharp Blade Pokémon,Dark,Steel,0.5,10.2,3,Defiant,Inner Focus,Pressure,340,45,85,70,40,40,60,120,35,68,Medium Fast,Human-Like,,50,20,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
